BASKET_NUM,HSHD_NUM,PURCHASE_,PRODUCT_NUM,SPEND,UNITS,STORE_R,WEEK_NUM,YEAR
22163,3785,13-Feb-19,4466810,3.19,1,EAST,6,2019
22163,3785,13-Feb-19,4868046,5.99,1,EAST,6,2019
22165,308,13-Feb-19,767428,0.7,1,EAST,6,2019
22178,2371,13-Feb-19,6269531,4,2,WEST,6,2019
22178,2371,13-Feb-19,93086,2.59,1,WEST,6,2019
22179,1861,13-Feb-19,5290844,4.33,1,SOUTH,6,2019
22186,2375,13-Feb-19,5138371,2.49,1,WEST,6,2019
22188,3151,13-Feb-19,6828978,2.49,1,CENTRAL,6,2019
22193,2379,13-Feb-19,2952245,0.89,1,WEST,6,2019
22210,3319,13-Feb-19,4948910,5.98,2,EAST,6,2019
22215,1916,13-Feb-19,4783132,4.99,1,WEST,6,2019
22217,1836,13-Feb-19,6854931,1.99,1,SOUTH,6,2019
22218,2433,13-Feb-19,6307141,4.29,1,WEST,6,2019
22222,3014,13-Feb-19,85768,1.89,1,SOUTH,6,2019
22226,136,13-Feb-19,6664069,2.98,2,EAST,6,2019
22232,4713,13-Feb-19,374870,2,4,SOUTH,6,2019
22242,1554,13-Feb-19,191507,1,1,EAST,6,2019
22247,3758,13-Feb-19,3777608,2.29,1,CENTRAL,6,2019
22247,3758,13-Feb-19,5903527,3.19,1,CENTRAL,6,2019
22248,3758,13-Feb-19,9276,0.89,1,SOUTH,6,2019
22252,3476,13-Feb-19,147326,3.69,1,SOUTH,6,2019
22259,1082,13-Feb-19,84759,0.99,1,EAST,6,2019
22261,1748,13-Feb-19,5871828,6.19,1,WEST,6,2019
22263,3467,13-Feb-19,711817,1.99,1,SOUTH,6,2019
22266,4904,13-Feb-19,5967089,3.49,1,CENTRAL,6,2019
22266,4904,13-Feb-19,6791441,15.49,1,CENTRAL,6,2019
22269,4249,13-Feb-19,72602,1,1,EAST,6,2019
22281,3881,13-Feb-19,694623,2,1,SOUTH,6,2019
22284,3889,13-Feb-19,4752764,13.49,1,SOUTH,6,2019
22293,4603,14-Feb-19,8436,0.38,1,WEST,6,2019
22297,1809,14-Feb-19,3787225,3.96,4,SOUTH,6,2019
22299,815,14-Feb-19,353428,0.59,1,CENTRAL,6,2019
22299,815,14-Feb-19,1443212,4.99,1,CENTRAL,6,2019
22299,815,14-Feb-19,99697,15.96,4,CENTRAL,6,2019
22303,984,14-Feb-19,105552,1.58,2,EAST,6,2019
22304,1373,14-Feb-19,88718,0.69,1,EAST,6,2019
22308,1545,14-Feb-19,8505,3.17,1,WEST,6,2019
22314,1699,14-Feb-19,4794777,5.29,1,EAST,6,2019
22329,1924,13-Feb-19,3756650,3.59,1,SOUTH,6,2019
22333,1082,14-Feb-19,3683795,3.38,2,EAST,6,2019
22333,1082,14-Feb-19,288724,3.59,1,EAST,6,2019
22334,1082,14-Feb-19,102413,3.99,1,EAST,6,2019
22336,2024,13-Feb-19,6815109,3.19,1,WEST,6,2019
22341,3820,14-Feb-19,5107273,1.99,1,CENTRAL,6,2019
22341,3820,14-Feb-19,96069,2.37,3,CENTRAL,6,2019
22341,3820,14-Feb-19,102514,2.99,2,CENTRAL,6,2019
22341,3820,14-Feb-19,5643871,3.22,1,CENTRAL,6,2019
22344,2320,14-Feb-19,921873,5.98,2,WEST,6,2019
22360,1600,14-Feb-19,6634269,2.99,1,WEST,6,2019
22366,4604,14-Feb-19,98962,1.69,1,WEST,6,2019
22375,3840,13-Feb-19,306370,8.9,10,EAST,6,2019
22391,1618,14-Feb-19,499515,2.49,1,WEST,6,2019
22392,1265,14-Feb-19,4998962,3.29,1,EAST,6,2019
22423,1532,15-Feb-19,3744251,0,1,WEST,6,2019
22428,1652,15-Feb-19,491760,2.29,1,CENTRAL,6,2019
22441,1251,15-Feb-19,5549623,3.99,1,EAST,6,2019
22441,1251,15-Feb-19,6633853,4.44,1,EAST,6,2019
22441,1251,15-Feb-19,726611,6.58,2,EAST,6,2019
22442,4372,15-Feb-19,4101621,4.49,1,CENTRAL,6,2019
22445,159,15-Feb-19,93533,3.98,2,EAST,6,2019
22447,1270,15-Feb-19,96735,3.39,1,CENTRAL,6,2019
22447,1270,15-Feb-19,6221864,9.98,2,CENTRAL,6,2019
22447,1270,15-Feb-19,3956276,10.17,3,CENTRAL,6,2019
22447,1270,15-Feb-19,87702,10.47,3,CENTRAL,6,2019
22447,1270,15-Feb-19,6745635,11.99,1,CENTRAL,6,2019
22451,136,15-Feb-19,1461344,7.49,1,EAST,6,2019
22456,1080,15-Feb-19,100550,5.97,3,EAST,6,2019
22461,2707,14-Feb-19,1400750,1.17,1,EAST,6,2019
22466,2150,14-Feb-19,1400392,4.16,1,EAST,6,2019
22471,3030,14-Feb-19,6671134,6.29,1,SOUTH,6,2019
22474,2629,14-Feb-19,5209819,3,1,WEST,6,2019
22483,3243,14-Feb-19,5235628,3.75,3,SOUTH,6,2019
22492,2844,15-Feb-19,6775779,6.99,1,CENTRAL,6,2019
22493,428,15-Feb-19,5770513,2.99,1,CENTRAL,6,2019
22502,4604,15-Feb-19,6756535,7.99,1,WEST,6,2019
22505,2004,15-Feb-19,6105565,11.99,1,EAST,6,2019
22510,2175,14-Feb-19,6075692,2.99,1,WEST,6,2019
22528,1631,15-Feb-19,6823047,2.09,1,WEST,6,2019
22530,815,15-Feb-19,986029,3.38,2,CENTRAL,6,2019
22532,2874,15-Feb-19,780476,3.99,1,CENTRAL,6,2019
22534,984,15-Feb-19,402970,3.34,2,EAST,6,2019
22535,514,15-Feb-19,3740403,1,1,CENTRAL,6,2019
22535,514,15-Feb-19,204189,3.49,1,CENTRAL,6,2019
22535,514,15-Feb-19,1383814,5.93,1,CENTRAL,6,2019
22538,3603,15-Feb-19,6875213,6.99,1,SOUTH,6,2019
22539,1241,15-Feb-19,1109865,1,1,EAST,6,2019
22539,1241,15-Feb-19,6372553,1.09,1,EAST,6,2019
22539,1241,15-Feb-19,1023718,1.34,1,EAST,6,2019
22540,1545,15-Feb-19,773228,1.59,1,WEST,6,2019
22547,1441,16-Feb-19,249266,22.99,1,WEST,6,2019
22550,2519,16-Feb-19,86281,3.99,1,WEST,6,2019
22550,2519,16-Feb-19,248794,12.99,1,WEST,6,2019
22589,992,16-Feb-19,847342,3,3,EAST,6,2019
22589,992,16-Feb-19,5107273,1.99,1,EAST,6,2019
22589,992,16-Feb-19,6441562,2.99,1,EAST,6,2019
22592,3164,16-Feb-19,4017210,1.89,1,SOUTH,6,2019
22592,3164,16-Feb-19,2783821,3.47,1,SOUTH,6,2019
22606,1729,17-Feb-19,101278,1.49,1,CENTRAL,7,2019
22610,3319,17-Feb-19,92890,3.39,1,EAST,7,2019
22624,1990,17-Feb-19,985569,3.99,1,CENTRAL,7,2019
22629,1895,17-Feb-19,6700931,6.99,1,EAST,7,2019
22631,1473,17-Feb-19,4141808,0.98,2,WEST,7,2019
22638,3030,17-Feb-19,709928,3,1,SOUTH,7,2019
22640,4974,17-Feb-19,6475947,2.5,1,CENTRAL,7,2019
22644,2874,17-Feb-19,72062,2.19,1,CENTRAL,7,2019
22646,1618,16-Feb-19,6874073,2.84,1,WEST,6,2019
22653,2990,16-Feb-19,778621,1.99,1,CENTRAL,6,2019
22653,2990,16-Feb-19,1338583,7.7,1,CENTRAL,6,2019
22655,1699,16-Feb-19,95582,2.78,2,EAST,6,2019
22658,3635,16-Feb-19,2524214,4.99,1,SOUTH,6,2019
22668,2211,16-Feb-19,2267712,0.68,1,WEST,6,2019
22672,1492,16-Feb-19,277417,4.47,3,EAST,6,2019
22673,1034,16-Feb-19,709894,1,1,EAST,6,2019
22673,1034,16-Feb-19,6810227,3.29,1,EAST,6,2019
22674,605,16-Feb-19,3946891,1.49,1,CENTRAL,6,2019
22676,2420,16-Feb-19,6114315,5.37,3,WEST,6,2019
22680,2780,16-Feb-19,99715,1.49,1,WEST,6,2019
22680,2780,16-Feb-19,6810269,2.49,1,WEST,6,2019
22691,2406,16-Feb-19,7053186,1.98,2,WEST,6,2019
22695,1448,16-Feb-19,6626292,11.97,3,SOUTH,6,2019
22700,1241,16-Feb-19,4654635,2.99,1,EAST,6,2019
22702,184,16-Feb-19,4578103,3,1,EAST,6,2019
22702,184,16-Feb-19,95630,1.89,1,EAST,6,2019
22702,184,16-Feb-19,6822056,3.99,1,EAST,6,2019
22703,2507,16-Feb-19,2201134,2.99,1,WEST,6,2019
22704,779,16-Feb-19,84775,2.49,1,CENTRAL,6,2019
22707,2066,16-Feb-19,5113890,1.99,1,CENTRAL,6,2019
22707,2066,16-Feb-19,823997,2.99,1,CENTRAL,6,2019
22711,1795,17-Feb-19,962696,1.38,2,WEST,7,2019
22716,2436,17-Feb-19,6519407,2.69,1,WEST,7,2019
22721,3496,17-Feb-19,6438748,2.99,1,SOUTH,7,2019
22721,3496,17-Feb-19,1411772,8.87,1,SOUTH,7,2019
22725,3474,17-Feb-19,84707,1.59,1,SOUTH,7,2019
22725,3474,17-Feb-19,6861457,2.5,1,SOUTH,7,2019
22727,2512,17-Feb-19,3740400,1.39,1,WEST,7,2019
22740,459,17-Feb-19,8493,0.99,1,CENTRAL,7,2019
22743,4606,17-Feb-19,1338661,31.66,3,WEST,7,2019
22755,2433,17-Feb-19,96916,0.99,1,WEST,7,2019
22755,2433,17-Feb-19,705804,2,2,WEST,7,2019
22755,2433,17-Feb-19,6513148,2.99,1,WEST,7,2019
22755,2433,17-Feb-19,6791925,2.99,1,WEST,7,2019
22765,1082,16-Feb-19,85843,1,1,EAST,6,2019
22786,401,17-Feb-19,5463143,1.99,1,CENTRAL,7,2019
22795,590,18-Feb-19,4783253,17.98,2,CENTRAL,7,2019
22797,616,18-Feb-19,5886802,0.89,1,CENTRAL,7,2019
22823,4614,18-Feb-19,961246,5.99,1,WEST,7,2019
22828,54,18-Feb-19,96979,3.69,1,EAST,7,2019
22831,2143,18-Feb-19,193865,5.99,1,EAST,7,2019
22839,4057,18-Feb-19,679814,2.99,1,EAST,7,2019
22839,4057,18-Feb-19,87618,3.49,1,EAST,7,2019
22839,4057,18-Feb-19,1432069,4.19,1,EAST,7,2019
22851,1192,18-Feb-19,7048256,3.98,2,EAST,7,2019
22859,459,18-Feb-19,99253,1.49,1,CENTRAL,7,2019
22881,453,18-Feb-19,5560068,4.49,1,EAST,7,2019
22882,1873,18-Feb-19,3947961,1.54,2,CENTRAL,7,2019
22882,1873,18-Feb-19,5853150,2.29,1,CENTRAL,7,2019
22885,4607,18-Feb-19,104688,8.79,1,WEST,7,2019
22891,4766,18-Feb-19,97163,1.5,2,WEST,7,2019
22896,3672,18-Feb-19,985346,0.79,1,EAST,7,2019
22896,3672,18-Feb-19,6270615,3.49,1,EAST,7,2019
22904,1994,18-Feb-19,98575,2.79,1,CENTRAL,7,2019
22906,1034,18-Feb-19,709894,3,3,EAST,7,2019
22909,1195,18-Feb-19,536264,0.79,1,EAST,7,2019
22909,1195,18-Feb-19,97163,1,1,EAST,7,2019
22909,1195,18-Feb-19,750087,3.49,1,EAST,7,2019
22909,1195,18-Feb-19,650767,9.49,1,EAST,7,2019
22911,4623,18-Feb-19,3043712,1.95,1,EAST,7,2019
22913,2391,18-Feb-19,789991,2.69,1,WEST,7,2019
22914,210,18-Feb-19,5878402,3.5,2,EAST,7,2019
22915,1120,18-Feb-19,85355,1.69,1,EAST,7,2019
22915,1120,18-Feb-19,87593,1.99,1,EAST,7,2019
22935,422,19-Feb-19,101683,2,1,CENTRAL,7,2019
22935,422,19-Feb-19,4610419,1.49,1,CENTRAL,7,2019
22935,422,19-Feb-19,2502421,3.98,2,CENTRAL,7,2019
22954,3809,19-Feb-19,99367,4.71,3,CENTRAL,7,2019
22955,4982,19-Feb-19,725531,1.89,1,WEST,7,2019
22957,3784,19-Feb-19,96549,5.97,3,CENTRAL,7,2019
22959,2291,19-Feb-19,2901273,3.99,1,SOUTH,7,2019
22969,4037,19-Feb-19,6583,8.11,1,EAST,7,2019
22977,2990,19-Feb-19,142624,5,5,CENTRAL,7,2019
22977,2990,19-Feb-19,6412077,1.5,1,CENTRAL,7,2019
22977,2990,19-Feb-19,6990748,3.19,1,CENTRAL,7,2019
22981,4293,19-Feb-19,76636,5.97,3,SOUTH,7,2019
22984,438,20-Feb-19,697788,3.49,1,CENTRAL,7,2019
22986,1277,20-Feb-19,3974208,2.99,1,CENTRAL,7,2019
22987,3486,20-Feb-19,93647,3.59,1,SOUTH,7,2019
22989,3551,20-Feb-19,956129,5.49,1,SOUTH,7,2019
23013,3151,20-Feb-19,8507,0.58,1,CENTRAL,7,2019
23013,3151,20-Feb-19,98728,1.79,1,CENTRAL,7,2019
23013,3151,20-Feb-19,3946891,2.98,2,CENTRAL,7,2019
23019,2629,20-Feb-19,6558402,6.99,1,WEST,7,2019
23020,2629,20-Feb-19,6679144,1.99,1,WEST,7,2019
23066,4836,19-Feb-19,97163,1,1,SOUTH,7,2019
23066,4836,19-Feb-19,970621,2.99,1,SOUTH,7,2019
23081,2019,19-Feb-19,3792647,1.99,1,SOUTH,7,2019
23082,210,20-Feb-19,137027,5.18,2,EAST,7,2019
23091,4264,20-Feb-19,5633120,5,1,EAST,7,2019
23102,3800,20-Feb-19,746762,7.06,1,CENTRAL,7,2019
23106,3687,20-Feb-19,1412400,2.98,1,SOUTH,7,2019
23107,2175,20-Feb-19,5618860,2.19,1,WEST,7,2019
23116,2607,20-Feb-19,84818,2.49,1,WEST,7,2019
23122,3044,20-Feb-19,4864286,9.99,1,EAST,7,2019
23136,2654,21-Feb-19,82989,1.79,1,WEST,7,2019
23138,3889,21-Feb-19,99722,2.69,1,SOUTH,7,2019
23170,3014,21-Feb-19,98575,2.59,1,SOUTH,7,2019
23175,2512,21-Feb-19,5290805,5.19,1,WEST,7,2019
23183,3672,22-Feb-19,191435,6.49,1,EAST,7,2019
23193,2707,22-Feb-19,6744264,1.88,1,EAST,7,2019
23197,4453,22-Feb-19,4632866,6.2,1,SOUTH,7,2019
23209,3476,22-Feb-19,5027703,2.99,1,SOUTH,7,2019
23210,1567,22-Feb-19,100598,2,2,WEST,7,2019
23216,1631,21-Feb-19,6714949,2.49,1,WEST,7,2019
23219,2504,21-Feb-19,1109865,1,1,WEST,7,2019
23222,183,21-Feb-19,72634,1.69,1,EAST,7,2019
23225,4420,21-Feb-19,6338700,4.99,1,EAST,7,2019
23229,3840,21-Feb-19,84666,3.98,2,EAST,7,2019
23232,1433,21-Feb-19,5628622,29.95,5,WEST,7,2019
23233,3977,21-Feb-19,6758187,2.27,1,EAST,7,2019
23253,401,21-Feb-19,4625392,1.67,1,CENTRAL,7,2019
23254,3785,21-Feb-19,99498,1.69,1,EAST,7,2019
23254,3785,21-Feb-19,142623,2.99,1,EAST,7,2019
23268,308,22-Feb-19,766915,0.7,1,EAST,7,2019
23276,845,22-Feb-19,84775,1.59,1,EAST,7,2019
23280,4183,22-Feb-19,761881,0.89,1,WEST,7,2019
23288,1631,22-Feb-19,675736,4.29,1,WEST,7,2019
23304,3442,22-Feb-19,6996587,1.25,1,SOUTH,7,2019
23305,984,22-Feb-19,1338661,7.77,1,EAST,7,2019
23308,210,22-Feb-19,4283035,2.5,1,EAST,7,2019
23314,4458,22-Feb-19,417209,19.98,2,SOUTH,7,2019
23316,3247,22-Feb-19,105143,0.99,1,SOUTH,7,2019
23320,4414,22-Feb-19,76741,1.99,1,CENTRAL,7,2019
23320,4414,22-Feb-19,6706411,2.39,1,CENTRAL,7,2019
23325,1241,22-Feb-19,88793,0.78,2,EAST,7,2019
23339,60,22-Feb-19,143510,2.29,1,EAST,7,2019
23347,2639,22-Feb-19,8487,1.38,2,WEST,7,2019
23350,1082,22-Feb-19,5107276,1.99,1,EAST,7,2019
23354,3474,23-Feb-19,5594008,3.99,1,SOUTH,7,2019
23356,2541,23-Feb-19,5905253,1.76,2,WEST,7,2019
23356,2541,23-Feb-19,267961,1.99,1,WEST,7,2019
23362,2022,23-Feb-19,536245,1.19,1,SOUTH,7,2019
23362,2022,23-Feb-19,4638340,4.49,1,SOUTH,7,2019
23362,2022,23-Feb-19,97526,5.49,1,SOUTH,7,2019
23363,4414,23-Feb-19,101683,2,1,CENTRAL,7,2019
23363,4414,23-Feb-19,92767,1.99,1,CENTRAL,7,2019
23370,1554,23-Feb-19,1400392,3.98,2,EAST,7,2019
23371,789,23-Feb-19,4154002,0.68,1,CENTRAL,7,2019
23380,3635,23-Feb-19,499676,3.69,1,SOUTH,7,2019
23384,1404,23-Feb-19,1088286,3.99,1,SOUTH,7,2019
23384,1404,23-Feb-19,5326915,9.99,1,SOUTH,7,2019
23385,4405,23-Feb-19,767660,3.49,1,EAST,7,2019
23385,4405,23-Feb-19,6109666,8.58,2,EAST,7,2019
23386,3582,23-Feb-19,761845,1.76,2,SOUTH,7,2019
23386,3582,23-Feb-19,2840944,3.29,1,SOUTH,7,2019
23386,3582,23-Feb-19,98763,3.99,1,SOUTH,7,2019
23390,1770,23-Feb-19,99967,1.99,1,CENTRAL,7,2019
23390,1770,23-Feb-19,74879,4.49,1,CENTRAL,7,2019
23393,4126,23-Feb-19,4738656,14.99,1,CENTRAL,7,2019
23394,1265,23-Feb-19,4289680,0.99,1,EAST,7,2019
23414,1699,23-Feb-19,6426246,9.99,1,EAST,7,2019
23418,801,23-Feb-19,6180254,3.58,2,CENTRAL,7,2019
23420,3964,23-Feb-19,6812382,0,1,WEST,7,2019
23420,3964,23-Feb-19,6978225,2.89,1,WEST,7,2019
23426,4146,23-Feb-19,1042091,2.99,1,WEST,7,2019
23442,4249,23-Feb-19,1023718,0.93,1,EAST,7,2019
23442,4249,23-Feb-19,72619,1.69,1,EAST,7,2019
23443,4857,23-Feb-19,3302316,2.29,1,CENTRAL,7,2019
23447,4264,23-Feb-19,6821275,5.99,1,EAST,7,2019
23448,4264,23-Feb-19,8487,0.59,1,EAST,7,2019
23456,1916,23-Feb-19,6652023,2,2,WEST,7,2019
23460,766,23-Feb-19,8471,1.98,2,CENTRAL,7,2019
23460,766,23-Feb-19,99883,3.99,1,CENTRAL,7,2019
23462,1895,23-Feb-19,5048717,3.49,1,EAST,7,2019
23463,1205,23-Feb-19,4322207,4.33,2,EAST,7,2019
23466,845,23-Feb-19,1338661,5.68,1,EAST,7,2019
23466,845,23-Feb-19,94563,8.07,3,EAST,7,2019
23470,4604,23-Feb-19,87437,2.49,1,WEST,7,2019
23470,4604,23-Feb-19,97650,3.28,1,WEST,7,2019
23488,2442,24-Feb-19,5150347,0.69,1,WEST,8,2019
23488,2442,24-Feb-19,6761862,13.98,2,WEST,8,2019
23490,308,24-Feb-19,767425,0.7,1,EAST,8,2019
23492,2780,24-Feb-19,402765,2.99,1,WEST,8,2019
23493,2780,24-Feb-19,97738,1.49,1,WEST,8,2019
23494,183,24-Feb-19,8448,2.69,1,EAST,8,2019
23511,590,24-Feb-19,103465,4.49,1,CENTRAL,8,2019
23514,1275,24-Feb-19,97453,2.79,1,EAST,8,2019
23524,3111,23-Feb-19,87643,1.49,1,SOUTH,7,2019
23524,3111,23-Feb-19,4271874,15.99,1,SOUTH,7,2019
23528,3904,23-Feb-19,8436,0.94,1,EAST,7,2019
23528,3904,23-Feb-19,654371,2.99,1,EAST,7,2019
23537,1290,24-Feb-19,88715,0,1,CENTRAL,8,2019
23537,1290,24-Feb-19,2546556,1,1,CENTRAL,8,2019
23537,1290,24-Feb-19,4448392,1.39,1,CENTRAL,8,2019
23541,1885,24-Feb-19,9082,0.99,1,SOUTH,8,2019
23541,1885,24-Feb-19,4004065,2.19,1,SOUTH,8,2019
23541,1885,24-Feb-19,99010,5.29,1,SOUTH,8,2019
23543,1082,24-Feb-19,93102,0.59,1,EAST,8,2019
23563,136,24-Feb-19,103465,3.49,1,EAST,8,2019
23563,136,24-Feb-19,7081339,9.49,1,EAST,8,2019
23565,1532,24-Feb-19,5790400,0.99,1,WEST,8,2019
23571,3243,24-Feb-19,96315,1.98,2,SOUTH,8,2019
23579,1916,24-Feb-19,554490,2.49,1,WEST,8,2019
23595,2371,25-Feb-19,94790,1.69,1,WEST,8,2019
23599,2066,25-Feb-19,6115618,1.99,1,CENTRAL,8,2019
23607,3893,24-Feb-19,1091217,1.76,2,SOUTH,8,2019
23611,1809,24-Feb-19,4452934,3,1,SOUTH,8,2019
23622,1034,24-Feb-19,709893,1,1,EAST,8,2019
23637,3014,25-Feb-19,4795177,3.49,1,SOUTH,8,2019
23640,60,25-Feb-19,353436,0.59,1,EAST,8,2019
23641,4453,25-Feb-19,94290,1.49,1,SOUTH,8,2019
23647,4766,25-Feb-19,4404710,1,1,WEST,8,2019
23647,4766,25-Feb-19,87946,1.19,1,WEST,8,2019
23665,1924,25-Feb-19,505584,2.29,1,SOUTH,8,2019
23686,2011,25-Feb-19,4805389,4.99,1,EAST,8,2019
23687,4713,25-Feb-19,1066918,5.49,1,SOUTH,8,2019
23689,616,25-Feb-19,101328,3.59,1,CENTRAL,8,2019
23695,4085,25-Feb-19,190237,1.54,2,CENTRAL,8,2019
23697,4778,24-Feb-19,7021428,3.58,2,WEST,8,2019
23702,3267,25-Feb-19,266876,2.58,2,EAST,8,2019
23707,3004,25-Feb-19,5137930,3.99,1,SOUTH,8,2019
23714,3893,25-Feb-19,5448528,2.98,2,SOUTH,8,2019
23734,991,26-Feb-19,5219454,2,2,EAST,8,2019
23738,2077,26-Feb-19,266686,1.78,2,EAST,8,2019
23740,3411,26-Feb-19,4193630,3.19,1,SOUTH,8,2019
23744,4458,26-Feb-19,1372692,6.49,1,SOUTH,8,2019
23753,117,26-Feb-19,4713087,1.79,1,EAST,8,2019
23767,4857,26-Feb-19,4288966,2.77,1,CENTRAL,8,2019
23809,3214,26-Feb-19,5530787,3.49,1,SOUTH,8,2019
23822,3603,27-Feb-19,3966225,1,2,SOUTH,8,2019
23827,984,27-Feb-19,6112235,1.25,1,EAST,8,2019
23828,2175,27-Feb-19,881289,5.99,1,WEST,8,2019
23831,3895,27-Feb-19,9339,1.58,2,SOUTH,8,2019
23833,2652,27-Feb-19,87578,5.99,1,WEST,8,2019
23839,1647,27-Feb-19,891682,2.19,1,WEST,8,2019
23839,1647,27-Feb-19,2647140,18.49,1,WEST,8,2019
23844,4420,26-Feb-19,85430,1.25,1,EAST,8,2019
23854,514,27-Feb-19,1411357,4.76,1,CENTRAL,8,2019
23858,2244,26-Feb-19,4057398,5.49,1,CENTRAL,8,2019
23866,3820,27-Feb-19,8490,2.67,3,CENTRAL,8,2019
23870,4904,27-Feb-19,81571,1.79,1,CENTRAL,8,2019
23870,4904,27-Feb-19,6519491,2.99,1,CENTRAL,8,2019
23870,4904,27-Feb-19,99861,3.49,1,CENTRAL,8,2019
23870,4904,27-Feb-19,4772640,4.39,1,CENTRAL,8,2019
23879,1120,27-Feb-19,7003528,1.79,1,EAST,8,2019
23882,2143,26-Feb-19,6790447,3.49,1,EAST,8,2019
23884,4017,27-Feb-19,100363,2.49,1,WEST,8,2019
23897,1873,27-Feb-19,986071,1.5,1,CENTRAL,8,2019
23899,2232,27-Feb-19,98190,0.99,1,CENTRAL,8,2019
23899,2232,27-Feb-19,99972,1.99,1,CENTRAL,8,2019
23907,2320,27-Feb-19,6644914,3,1,WEST,8,2019
23911,1949,27-Feb-19,100870,1.19,1,WEST,8,2019
23953,4065,28-Feb-19,95009,6.29,1,EAST,8,2019
23954,438,28-Feb-19,698162,2.99,1,CENTRAL,8,2019
23955,3785,28-Feb-19,1066019,1,1,EAST,8,2019
23955,3785,28-Feb-19,87658,2.99,1,EAST,8,2019
23955,3785,28-Feb-19,95870,2.99,1,EAST,8,2019
23957,1241,28-Feb-19,5856933,6.99,1,EAST,8,2019
23959,651,28-Feb-19,97284,1.49,1,CENTRAL,8,2019
23962,1270,28-Feb-19,1445744,12.47,1,CENTRAL,8,2019
23971,3614,28-Feb-19,72569,1,1,SOUTH,8,2019
23980,2453,1-Mar-19,3171379,3.52,4,WEST,8,2019
23994,2541,1-Mar-19,94357,1.99,1,WEST,8,2019
23997,401,1-Mar-19,6512152,1.39,1,CENTRAL,8,2019
23999,2143,1-Mar-19,5485925,2.99,1,EAST,8,2019
24015,3232,1-Mar-19,3702612,1,1,EAST,8,2019
24015,3232,1-Mar-19,93816,1.69,1,EAST,8,2019
24015,3232,1-Mar-19,5352865,2.49,1,EAST,8,2019
24023,2433,1-Mar-19,84814,2.19,1,WEST,8,2019
24029,1437,1-Mar-19,74266,6.99,1,WEST,8,2019
24031,1082,1-Mar-19,86176,2,2,EAST,8,2019
24035,3672,1-Mar-19,716436,2.99,1,EAST,8,2019
24049,3655,28-Feb-19,4811392,8.68,1,SOUTH,8,2019
24062,1120,28-Feb-19,5200755,2.39,1,EAST,8,2019
24064,2019,28-Feb-19,98748,3.29,1,SOUTH,8,2019
24064,2019,28-Feb-19,1013755,3.99,1,SOUTH,8,2019
24078,159,28-Feb-19,513060,5.96,4,EAST,8,2019
24081,4897,28-Feb-19,101388,3.99,1,SOUTH,8,2019
24094,2780,1-Mar-19,811536,0.69,1,WEST,8,2019
24094,2780,1-Mar-19,811443,3.45,5,WEST,8,2019
24097,4453,1-Mar-19,4529162,3.2,1,SOUTH,8,2019
24115,4183,1-Mar-19,86362,2.5,1,WEST,8,2019
24116,1600,1-Mar-19,4761869,2.5,1,WEST,8,2019
24117,2420,1-Mar-19,5852270,2.49,1,WEST,8,2019
24118,3022,1-Mar-19,6833735,3.5,1,SOUTH,8,2019
24118,3022,1-Mar-19,5681099,3.99,1,SOUTH,8,2019
24123,984,1-Mar-19,4282458,0.79,1,EAST,8,2019
24130,554,1-Mar-19,248944,14.49,1,CENTRAL,8,2019
24134,1245,1-Mar-19,5494124,3.59,1,EAST,8,2019
24134,1245,1-Mar-19,6787974,5.97,3,EAST,8,2019
24141,3274,1-Mar-19,2803673,4.69,1,SOUTH,8,2019
24142,1241,1-Mar-19,5381493,2.29,1,EAST,8,2019
24143,1261,1-Mar-19,971665,1.69,1,CENTRAL,8,2019
24145,631,1-Mar-19,6407699,0.99,1,CENTRAL,8,2019
24149,1795,1-Mar-19,9276,0.59,1,WEST,8,2019
24160,4126,2-Mar-19,96885,4.99,1,CENTRAL,8,2019
24160,4126,2-Mar-19,5022901,5.99,1,CENTRAL,8,2019
24172,4498,2-Mar-19,1352625,28.09,3,WEST,8,2019
24179,4011,2-Mar-19,6919980,16.49,1,SOUTH,8,2019
24186,3551,2-Mar-19,4945507,3.49,1,SOUTH,8,2019
24187,3840,2-Mar-19,96157,1.59,1,EAST,8,2019
24187,3840,2-Mar-19,99496,1.69,1,EAST,8,2019
24191,4713,2-Mar-19,1066898,5.49,1,SOUTH,8,2019
24195,4057,2-Mar-19,551336,1,1,EAST,8,2019
24206,3603,2-Mar-19,321559,1,2,SOUTH,8,2019
24207,1545,2-Mar-19,513995,3.99,1,WEST,8,2019
24215,525,2-Mar-19,6134737,2.99,1,CENTRAL,8,2019
24216,2291,2-Mar-19,6022477,3.96,4,SOUTH,8,2019
24222,1492,2-Mar-19,1412813,3.98,1,EAST,8,2019
24223,1015,2-Mar-19,93842,1.38,2,EAST,8,2019
24234,3398,1-Mar-19,1066030,1,1,SOUTH,8,2019
24239,136,1-Mar-19,8492,0.37,1,EAST,8,2019
24249,1245,1-Mar-19,5443767,4.98,2,EAST,8,2019
24257,4836,2-Mar-19,3670274,1,1,SOUTH,8,2019
24267,2150,2-Mar-19,6066463,1,1,EAST,8,2019
24267,2150,2-Mar-19,5375621,7.36,1,EAST,8,2019
24272,789,2-Mar-19,3787225,1.38,2,CENTRAL,8,2019
24272,789,2-Mar-19,895445,7.99,1,CENTRAL,8,2019
24274,4457,2-Mar-19,84666,1.49,1,SOUTH,8,2019
24275,210,2-Mar-19,5301726,5.97,3,EAST,8,2019
